Year,State,Type,Length,Expense,Value,Region
2017,Maryland,Public Out-of-State,2-year,Fees/Tuition,9170,Northeast
2015,Maine,Public In-State,4-year,Fees/Tuition,9166,Northeast
2018,Louisiana,Public In-State,4-year,Fees/Tuition,9165,Southeast
2018,New York,Public Out-of-State,2-year,Fees/Tuition,9151,Northeast
2014,Tennessee,Private,4-year,Room/Board,9148,Southeast
2016,Maryland,Public Out-of-State,2-year,Fees/Tuition,9147,Northeast
2020,Colorado,Public In-State,4-year,Fees/Tuition,9144,West
2014,Minnesota,Private,4-year,Room/Board,9143,Midwest
2018,Alabama,Public Out-of-State,2-year,Fees/Tuition,9133,Southeast
2019,Kansas,Private,4-year,Room/Board,9130,Midwest
2016,Colorado,Public In-State,4-year,Fees/Tuition,9128,West
2016,Louisiana,Public In-State,4-year,Room/Board,9126,Southeast
2016,Louisiana,Public Out-of-State,4-year,Room/Board,9126,Southeast
2015,Alabama,Private,4-year,Room/Board,9124,Southeast
2017,Florida,Public Out-of-State,2-year,Fees/Tuition,9122,Southeast
2014,Michigan,Public In-State,4-year,Room/Board,9121,Midwest
2014,Michigan,Public Out-of-State,4-year,Room/Board,9121,Midwest
2015,North Carolina,Public In-State,4-year,Room/Board,9113,Southeast
2015,North Carolina,Public Out-of-State,4-year,Room/Board,9113,Southeast
2018,Florida,Public Out-of-State,2-year,Fees/Tuition,9111,Southeast
2019,Florida,Public Out-of-State,2-year,Fees/Tuition,9111,Southeast
2020,Florida,Public Out-of-State,2-year,Fees/Tuition,9111,Southeast
2021,Florida,Public Out-of-State,2-year,Fees/Tuition,9111,Southeast
2017,Oklahoma,Private,4-year,Room/Board,9108,Southwest
2013,Alaska,Public In-State,4-year,Room/Board,9098,West
2013,Alaska,Public Out-of-State,4-year,Room/Board,9098,West
2021,Wisconsin,Public In-State,4-year,Room/Board,9093,Midwest
2021,Wisconsin,Public Out-of-State,4-year,Room/Board,9093,Midwest
2017,Nebraska,Private,4-year,Room/Board,9091,Midwest
2013,Tennessee,Private,4-year,Room/Board,9090,Southeast
2020,Kansas,Public In-State,4-year,Fees/Tuition,9088,Midwest
2018,New Mexico,Public In-State,4-year,Room/Board,9085,Southwest
2018,New Mexico,Public Out-of-State,4-year,Room/Board,9085,Southwest
2017,Maryland,Public In-State,4-year,Fees/Tuition,9083,Northeast
2015,Missouri,Public In-State,4-year,Room/Board,9079,Midwest
2015,Missouri,Public Out-of-State,4-year,Room/Board,9079,Midwest
2016,West Virginia,Public Out-of-State,2-year,Fees/Tuition,9077,Southeast
2017,Alabama,Public Out-of-State,2-year,Fees/Tuition,9075,Southeast
2017,Kansas,Public In-State,4-year,Room/Board,9072,Midwest
2017,Kansas,Public Out-of-State,4-year,Room/Board,9072,Midwest
2016,California,Public In-State,4-year,Fees/Tuition,9070,West
2019,Montana,Private,4-year,Room/Board,9070,West
2018,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,9059,Southwest
2017,Tennessee,Public In-State,4-year,Room/Board,9053,Southeast
2017,Tennessee,Public Out-of-State,4-year,Room/Board,9053,Southeast
2017,Kentucky,Private,4-year,Room/Board,9049,Southeast
2020,New Mexico,Public In-State,4-year,Room/Board,9041,Southwest
2020,New Mexico,Public Out-of-State,4-year,Room/Board,9041,Southwest
2021,Mississippi,Private,4-year,Room/Board,9041,Southeast
2017,Iowa,Private,4-year,Room/Board,9039,Midwest
2018,Indiana,Public In-State,4-year,Fees/Tuition,9038,Midwest
2021,Montana,Public Out-of-State,2-year,Fees/Tuition,9038,West
2021,Idaho,Public In-State,4-year,Room/Board,9036,West
2021,Idaho,Public Out-of-State,4-year,Room/Board,9036,West
2013,Illinois,Public Out-of-State,2-year,Fees/Tuition,9034,Midwest
2020,Wisconsin,Public In-State,4-year,Room/Board,9020,Midwest
2020,Wisconsin,Public Out-of-State,4-year,Room/Board,9020,Midwest
2015,Virginia,Public Out-of-State,2-year,Fees/Tuition,9019,Southeast
2014,Wisconsin,Private,4-year,Room/Board,9018,Midwest
2018,Montana,Public In-State,4-year,Room/Board,9018,West
2018,Montana,Public Out-of-State,4-year,Room/Board,9018,West
2015,California,Public In-State,4-year,Fees/Tuition,9008,West
2013,Georgia,Public In-State,4-year,Room/Board,9005,Southeast
2013,Georgia,Public Out-of-State,4-year,Room/Board,9005,Southeast
2015,Texas,Public In-State,4-year,Room/Board,9002,Southwest
2015,Texas,Public Out-of-State,4-year,Room/Board,9002,Southwest
2020,Missouri,Public In-State,4-year,Fees/Tuition,8992,Midwest
2021,North Dakota,Public In-State,4-year,Room/Board,8992,Midwest
2021,North Dakota,Public Out-of-State,4-year,Room/Board,8992,Midwest
2015,Alabama,Public In-State,4-year,Room/Board,8988,Southeast
2015,Alabama,Public Out-of-State,4-year,Room/Board,8988,Southeast
2020,South Dakota,Public In-State,4-year,Fees/Tuition,8978,Midwest
2013,Virginia,Public In-State,4-year,Room/Board,8977,Southeast
2013,Virginia,Public Out-of-State,4-year,Room/Board,8977,Southeast
2015,Nebraska,Public In-State,4-year,Room/Board,8976,Midwest
2015,Nebraska,Public Out-of-State,4-year,Room/Board,8976,Midwest
2013,Virginia,Private,4-year,Room/Board,8959,Southeast
2018,West Virginia,Private,4-year,Room/Board,8959,Southeast
2020,Oklahoma,Public In-State,4-year,Room/Board,8950,Southwest
2020,Oklahoma,Public Out-of-State,4-year,Room/Board,8950,Southwest
2017,Arkansas,Public In-State,4-year,Room/Board,8947,Southeast
2017,Arkansas,Public Out-of-State,4-year,Room/Board,8947,Southeast
2016,Maryland,Public In-State,4-year,Fees/Tuition,8942,Northeast
2016,South Carolina,Private,4-year,Room/Board,8942,Southeast
2019,Kansas,Public In-State,4-year,Fees/Tuition,8941,Midwest
2015,Missouri,Private,4-year,Room/Board,8938,Midwest
2016,Michigan,Private,4-year,Room/Board,8936,Midwest
2016,Tennessee,Public In-State,4-year,Fees/Tuition,8932,Southeast
2021,Indiana,Public Out-of-State,2-year,Fees/Tuition,8927,Midwest
2018,Kansas,Private,4-year,Room/Board,8924,Midwest
2013,Alaska,Private,4-year,Room/Board,8923,West
2015,Montana,Public Out-of-State,2-year,Fees/Tuition,8923,West
2016,Colorado,Public Out-of-State,2-year,Fees/Tuition,8915,West
2013,Minnesota,Private,4-year,Room/Board,8910,Midwest
2015,South Carolina,Public In-State,4-year,Room/Board,8906,Southeast
2015,South Carolina,Public Out-of-State,4-year,Room/Board,8906,Southeast
2014,California,Public In-State,4-year,Fees/Tuition,8903,West
2013,California,Public In-State,4-year,Fees/Tuition,8892,West
2014,Missouri,Private,4-year,Room/Board,8892,Midwest
2015,Oregon,Public In-State,4-year,Fees/Tuition,8891,West
2013,New Mexico,Private,4-year,Room/Board,8889,Southwest
2021,Colorado,Public Out-of-State,2-year,Fees/Tuition,8889,West
2013,Colorado,Public Out-of-State,2-year,Fees/Tuition,8882,West
2017,Indiana,Public In-State,4-year,Fees/Tuition,8876,Midwest
2021,New York,Public Out-of-State,2-year,Fees/Tuition,8874,Northeast
2015,Alabama,Public In-State,4-year,Fees/Tuition,8871,Southeast
2016,Iowa,Public In-State,4-year,Room/Board,8869,Midwest
2016,Iowa,Public Out-of-State,4-year,Room/Board,8869,Midwest
2019,Oklahoma,Public In-State,4-year,Room/Board,8866,Southwest
2019,Oklahoma,Public Out-of-State,4-year,Room/Board,8866,Southwest
2015,Florida,Public Out-of-State,2-year,Fees/Tuition,8862,Southeast
2016,Florida,Public Out-of-State,2-year,Fees/Tuition,8862,Southeast
2017,New York,Public Out-of-State,2-year,Fees/Tuition,8857,Northeast
2013,Washington,Public In-State,4-year,Fees/Tuition,8856,West
2015,Iowa,Public In-State,4-year,Room/Board,8851,Midwest
2015,Iowa,Public Out-of-State,4-year,Room/Board,8851,Midwest
2017,Minnesota,Public In-State,4-year,Room/Board,8844,Midwest
2017,Minnesota,Public Out-of-State,4-year,Room/Board,8844,Midwest
2015,Maryland,Public Out-of-State,2-year,Fees/Tuition,8841,Northeast
2013,Michigan,Public In-State,4-year,Room/Board,8838,Midwest
2013,Michigan,Public Out-of-State,4-year,Room/Board,8838,Midwest
2013,Wyoming,Public In-State,4-year,Room/Board,8837,West
2013,Wyoming,Public Out-of-State,4-year,Room/Board,8837,West
2014,West Virginia,Public In-State,4-year,Room/Board,8836,Southeast
2014,West Virginia,Public Out-of-State,4-year,Room/Board,8836,Southeast
2016,Iowa,Private,4-year,Room/Board,8836,Midwest
2015,Hawaii,Public In-State,4-year,Fees/Tuition,8831,West
2015,Mississippi,Public In-State,4-year,Room/Board,8830,Southeast
2015,Mississippi,Public Out-of-State,4-year,Room/Board,8830,Southeast
2014,Virginia,Public Out-of-State,2-year,Fees/Tuition,8824,Southeast
2020,North Dakota,Public In-State,4-year,Room/Board,8821,Midwest
2020,North Dakota,Public Out-of-State,4-year,Room/Board,8821,Midwest
2020,Idaho,Public In-State,4-year,Room/Board,8820,West
2020,Idaho,Public Out-of-State,4-year,Room/Board,8820,West
2017,Louisiana,Public In-State,4-year,Fees/Tuition,8813,Southeast
2016,Tennessee,Public In-State,4-year,Room/Board,8803,Southeast
2016,Tennessee,Public Out-of-State,4-year,Room/Board,8803,Southeast
2014,Missouri,Public In-State,4-year,Room/Board,8789,Midwest
2014,Missouri,Public Out-of-State,4-year,Room/Board,8789,Midwest
2021,Alaska,Private,4-year,Room/Board,8787,West
2018,Montana,Private,4-year,Room/Board,8786,West
2015,Oklahoma,Private,4-year,Room/Board,8784,Southwest
2019,Oregon,Public Out-of-State,2-year,Fees/Tuition,8779,West
2015,New Mexico,Public In-State,4-year,Room/Board,8775,Southwest
2015,New Mexico,Public Out-of-State,4-year,Room/Board,8775,Southwest
2014,Alabama,Private,4-year,Room/Board,8773,Southeast
2016,Kansas,Public In-State,4-year,Room/Board,8772,Midwest
2016,Kansas,Public Out-of-State,4-year,Room/Board,8772,Midwest
2019,South Dakota,Public In-State,4-year,Fees/Tuition,8772,Midwest
2015,Colorado,Public Out-of-State,2-year,Fees/Tuition,8769,West
2016,New Mexico,Public In-State,4-year,Room/Board,8767,Southwest
2016,New Mexico,Public Out-of-State,4-year,Room/Board,8767,Southwest
2014,Washington,Public In-State,4-year,Fees/Tuition,8766,West
2018,Iowa,Public In-State,4-year,Fees/Tuition,8766,Midwest
2020,Wisconsin,Public In-State,4-year,Fees/Tuition,8764,Midwest
2016,New York,Public Out-of-State,2-year,Fees/Tuition,8756,Northeast
2015,Louisiana,Public In-State,4-year,Room/Board,8749,Southeast
2015,Louisiana,Public Out-of-State,4-year,Room/Board,8749,Southeast
2016,Indiana,Public In-State,4-year,Fees/Tuition,8745,Midwest
2013,Arizona,Private,4-year,Room/Board,8744,Southwest
2014,Alabama,Public In-State,4-year,Room/Board,8744,Southeast
2014,Alabama,Public Out-of-State,4-year,Room/Board,8744,Southeast
2016,Kentucky,Private,4-year,Room/Board,8738,Southeast
2017,Montana,Public In-State,4-year,Room/Board,8738,West
2017,Montana,Public Out-of-State,4-year,Room/Board,8738,West
2018,Kansas,Public In-State,4-year,Fees/Tuition,8737,Midwest
2014,Texas,Public In-State,4-year,Room/Board,8735,Southwest
2014,Texas,Public Out-of-State,4-year,Room/Board,8735,Southwest
2014,Arizona,Private,4-year,Room/Board,8734,Southwest
2021,Idaho,Private,4-year,Room/Board,8728,West
2015,Arizona,Private,4-year,Room/Board,8727,Southwest
2015,Colorado,Public In-State,4-year,Fees/Tuition,8722,West
2016,North Dakota,Public Out-of-State,2-year,Fees/Tuition,8719,Midwest
2017,Montana,Private,4-year,Room/Board,8718,West
2015,South Carolina,Private,4-year,Room/Board,8716,Southeast
2014,Kentucky,Public In-State,4-year,Fees/Tuition,8715,Southeast
2021,Oregon,Public Out-of-State,2-year,Fees/Tuition,8710,West
2015,Michigan,Private,4-year,Room/Board,8705,Midwest
2017,New Mexico,Public In-State,4-year,Room/Board,8704,Southwest
2017,New Mexico,Public Out-of-State,4-year,Room/Board,8704,Southwest
2013,Wisconsin,Private,4-year,Room/Board,8699,Midwest
2019,Wisconsin,Public In-State,4-year,Fees/Tuition,8697,Midwest
2014,Iowa,Public In-State,4-year,Room/Board,8695,Midwest
2014,Iowa,Public Out-of-State,4-year,Room/Board,8695,Midwest
2017,West Virginia,Private,4-year,Room/Board,8692,Southeast
2020,Arkansas,Public In-State,4-year,Fees/Tuition,8689,Southeast
2019,Texas,Public In-State,4-year,Fees/Tuition,8678,Southwest
2020,Indiana,Public Out-of-State,2-year,Fees/Tuition,8661,Midwest
2013,Oklahoma,Private,4-year,Room/Board,8658,Southwest
2020,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8658,Southeast
2014,Louisiana,Public In-State,4-year,Room/Board,8656,Southeast
2014,Louisiana,Public Out-of-State,4-year,Room/Board,8656,Southeast
2019,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8655,Southeast
2015,Tennessee,Public In-State,4-year,Room/Board,8651,Southeast
2015,Tennessee,Public Out-of-State,4-year,Room/Board,8651,Southeast
2014,West Virginia,Private,4-year,Room/Board,8646,Southeast
2016,Oklahoma,Private,4-year,Room/Board,8645,Southwest
2018,Texas,Public In-State,4-year,Fees/Tuition,8645,Southwest
2018,Oklahoma,Public In-State,4-year,Room/Board,8641,Southwest
2018,Oklahoma,Public Out-of-State,4-year,Room/Board,8641,Southwest
2020,Oregon,Public Out-of-State,2-year,Fees/Tuition,8640,West
2015,Indiana,Public In-State,4-year,Fees/Tuition,8633,Midwest
2020,North Dakota,Public In-State,4-year,Fees/Tuition,8628,Midwest
2015,West Virginia,Private,4-year,Room/Board,8626,Southeast
2014,North Carolina,Public In-State,4-year,Room/Board,8619,Southeast
2014,North Carolina,Public Out-of-State,4-year,Room/Board,8619,Southeast
2014,Oregon,Public In-State,4-year,Fees/Tuition,8616,West
2021,Arkansas,Private,4-year,Room/Board,8616,Southeast
2020,Mississippi,Private,4-year,Room/Board,8607,Southeast
2020,Mississippi,Public In-State,4-year,Fees/Tuition,8604,Southeast
2020,Texas,Public In-State,4-year,Fees/Tuition,8598,Southwest
2020,Montana,Public Out-of-State,2-year,Fees/Tuition,8596,West
2013,Missouri,Private,4-year,Room/Board,8595,Midwest
2013,Virginia,Public Out-of-State,2-year,Fees/Tuition,8592,Southeast
2017,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,8582,Southwest
2020,Nebraska,Public In-State,4-year,Fees/Tuition,8582,Midwest
2014,Oklahoma,Private,4-year,Room/Board,8579,Southwest
2019,North Dakota,Public In-State,4-year,Room/Board,8577,Midwest
2019,North Dakota,Public Out-of-State,4-year,Room/Board,8577,Midwest
2014,Kentucky,Public In-State,4-year,Room/Board,8566,Southeast
2014,Kentucky,Public Out-of-State,4-year,Room/Board,8566,Southeast
2016,Minnesota,Public In-State,4-year,Room/Board,8564,Midwest
2016,Minnesota,Public Out-of-State,4-year,Room/Board,8564,Midwest
2014,Nebraska,Public In-State,4-year,Room/Board,8556,Midwest
2014,Nebraska,Public Out-of-State,4-year,Room/Board,8556,Midwest
2015,Kentucky,Private,4-year,Room/Board,8555,Southeast
2019,Missouri,Public In-State,4-year,Fees/Tuition,8554,Midwest
2019,Idaho,Public In-State,4-year,Room/Board,8549,West
2019,Idaho,Public Out-of-State,4-year,Room/Board,8549,West
2018,South Dakota,Public In-State,4-year,Fees/Tuition,8540,Midwest
2013,Texas,Public In-State,4-year,Room/Board,8538,Southwest
2013,Texas,Public Out-of-State,4-year,Room/Board,8538,Southwest
2015,South Carolina,Public Out-of-State,2-year,Fees/Tuition,8537,Southeast
2017,Oklahoma,Public In-State,4-year,Room/Board,8536,Southwest
2017,Oklahoma,Public Out-of-State,4-year,Room/Board,8536,Southwest
2021,Georgia,Public Out-of-State,2-year,Fees/Tuition,8535,Southeast
2015,Iowa,Private,4-year,Room/Board,8534,Midwest
2013,West Virginia,Public In-State,4-year,Room/Board,8527,Southeast
2013,West Virginia,Public Out-of-State,4-year,Room/Board,8527,Southeast
2013,Iowa,Public In-State,4-year,Room/Board,8525,Midwest
2013,Iowa,Public Out-of-State,4-year,Room/Board,8525,Midwest
2019,Arizona,Public Out-of-State,2-year,Fees/Tuition,8516,Southwest
2020,Arkansas,Private,4-year,Room/Board,8513,Southeast
2021,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8511,Southeast
2016,South Carolina,Public Out-of-State,2-year,Fees/Tuition,8510,Southeast
2016,Wisconsin,Public In-State,4-year,Fees/Tuition,8504,Midwest
2013,Alabama,Private,4-year,Room/Board,8503,Southeast
2014,Alabama,Public In-State,4-year,Fees/Tuition,8503,Southeast
2018,Oregon,Public Out-of-State,2-year,Fees/Tuition,8503,West
2018,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8496,Southeast
2015,Tennessee,Public In-State,4-year,Fees/Tuition,8495,Southeast
2021,California,Public Out-of-State,2-year,Fees/Tuition,8491,West
2017,Kansas,Public In-State,4-year,Fees/Tuition,8489,Midwest
2021,South Dakota,Private,4-year,Room/Board,8489,Midwest
2015,Maryland,Public In-State,4-year,Fees/Tuition,8482,Northeast
2018,Montana,Public Out-of-State,2-year,Fees/Tuition,8482,West
2017,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8481,Southeast
2018,Wisconsin,Public In-State,4-year,Fees/Tuition,8475,Midwest
2019,Wisconsin,Public In-State,4-year,Room/Board,8475,Midwest
2019,Wisconsin,Public Out-of-State,4-year,Room/Board,8475,Midwest
2013,Alabama,Public In-State,4-year,Room/Board,8473,Southeast
2013,Alabama,Public Out-of-State,4-year,Room/Board,8473,Southeast
2019,Nebraska,Public In-State,4-year,Fees/Tuition,8467,Midwest
2020,New York,Public In-State,4-year,Fees/Tuition,8467,Northeast
2016,West Virginia,Private,4-year,Room/Board,8465,Southeast
2016,Alabama,Public Out-of-State,2-year,Fees/Tuition,8464,Southeast
2014,Michigan,Private,4-year,Room/Board,8463,Midwest
2017,Kansas,Private,4-year,Room/Board,8455,Midwest
2014,Maryland,Public Out-of-State,2-year,Fees/Tuition,8453,Northeast
2014,Indiana,Public In-State,4-year,Fees/Tuition,8443,Midwest
2015,North Dakota,Public Out-of-State,2-year,Fees/Tuition,8441,Midwest
2015,Wisconsin,Public In-State,4-year,Fees/Tuition,8441,Midwest
2014,South Carolina,Public In-State,4-year,Room/Board,8438,Southeast
2014,South Carolina,Public Out-of-State,4-year,Room/Board,8438,Southeast
2015,Nebraska,Private,4-year,Room/Board,8429,Midwest
2013,Louisiana,Public In-State,4-year,Room/Board,8428,Southeast
2013,Louisiana,Public Out-of-State,4-year,Room/Board,8428,Southeast
2013,Missouri,Public In-State,4-year,Room/Board,8421,Midwest
2013,Missouri,Public Out-of-State,4-year,Room/Board,8421,Midwest
2017,Wisconsin,Public In-State,4-year,Fees/Tuition,8419,Midwest
2014,Montana,Public Out-of-State,2-year,Fees/Tuition,8417,West
2013,Kentucky,Public In-State,4-year,Fees/Tuition,8416,Southeast
2016,Montana,Public In-State,4-year,Room/Board,8411,West
2016,Montana,Public Out-of-State,4-year,Room/Board,8411,West
2017,Oregon,Public Out-of-State,2-year,Fees/Tuition,8410,West
2014,Wisconsin,Public In-State,4-year,Fees/Tuition,8406,Midwest
2019,Indiana,Public Out-of-State,2-year,Fees/Tuition,8402,Midwest
2014,South Carolina,Private,4-year,Room/Board,8401,Southeast
